product_id,product_images,gender,product_category,product_name,details,category_type,material,product_subtype,weather_feature,coverage_feature,combined_features,text_complex,weather_label
93,"[{'https://static.zara.net/photos///2023/I/0/1/p/4432/013/250/17/w/448/4432013250_1_1_1.jpg?ts=1692193685526': 'Image 0 of OVERSIZED SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4432/013/250/17/w/448/4432013250_2_1_1.jpg?ts=1692193684440': 'Image 1 of OVERSIZED SHIRT from Zara'}]",women,SHIRTS,oversized shirt,loosefitte collared shirt feature long sleeve cuff chest patch pocket pleated detail buttonup fasten,Top,other,shirt,other,long,shirt long,This is a oversized shirt made of other with long coverage. It is suitable for mild or cool weather.,mild weather
96,"[{'https://static.zara.net/photos///2023/I/0/1/p/4341/826/822/18/w/448/4341826822_1_1_1.jpg?ts=1690988660770': 'Image 0 of FAUX LEATHER JACKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4341/826/822/18/w/448/4341826822_2_1_1.jpg?ts=1690988659913': 'Image 1 of FAUX LEATHER JACKET from Zara'}]",women,JACKETS,faux leather jacket,jacket lapel collar long sleeve feature pocket metal zip shoulder tab belt fabric buckle metal zipup fastening,Top,faux leather,belt jacket lapel,other,long,faux leather belt jacket lapel long,This is a faux leather jacket made of faux leather with long coverage. It is suitable for mild or cool weather.,mild weather
97,"[{'https://static.zara.net/photos///2023/I/0/1/p/3427/736/800/17/w/448/3427736800_1_1_1.jpg?ts=1687505128322': 'Image 0 of FAUX LEATHER JACKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3427/736/800/17/w/448/3427736800_2_1_1.jpg?ts=1687505130206': 'Image 1 of FAUX LEATHER JACKET from Zara'}]",women,JACKETS,faux leather jacket,collar jacket feature long sleeve tab shoulder feature pocket metal zip belt material metal buckle zip fasten,Top,faux leather,belt jacket,other,long,faux leather belt jacket long,This is a faux leather jacket made of faux leather with long coverage. It is suitable for mild or cool weather.,mild weather
961,[],women,TOPS_BODYSUITS,satin strapless,straight neckline expose shoulder feature matching line asymmetric hem zip fastening,Top,satin,other,other,other,satin,This is a satin strapless made of satin with other coverage.,warm weather
962,[],women,TOPS_BODYSUITS,stretch,fit squarecut neckline strap fasten metal zip,Top,other,other,other,other,,This is a stretch made of other with other coverage.,mild weather
963,[],women,TOPS_BODYSUITS,foil halter,vneck halter metallic fabric lining open invisible zip fastening,Top,other,other,other,other,,This is a foil halter made of other with other coverage.,warm weather
964,[],women,TOPS_BODYSUITS,asymmetric halterneck,pleated satin fabric halter neck feature open asymmetric hem button fasten neck,Top,satin,halterneck,other,other,satin halterneck,This is a asymmetric halterneck made of satin with other coverage.,warm weather
965,[],women,TOPS_BODYSUITS,linen blend crop,short linen blend straight neckline expose shoulder pleat detail,Top,linen,short,other,crop short,linen short crop short,This is a linen blend crop made of linen with crop short coverage. It is suitable for warm or hot weather.,warm weather
966,[],women,TOPS_BODYSUITS,rib knit,sleeveless cotton blend feature round neckline,Top,cotton knit,other,knit,sleeveless,cotton knit knit sleeveless,This is a rib knit made of cotton knit with sleeveless coverage. It is suitable for cold weather.,cold weather
967,[],women,TOPS_BODYSUITS,metallic mesh knit,round neck long sleeve matching rib trim,Top,knit,other,knit,long,knit knit long,This is a metallic mesh knit made of knit with long coverage. It is suitable for cold weather.,cold weather
968,[],women,TOPS_BODYSUITS,pleated belt,sleeveless feature high neck pleat detail tie belt fabric conceal buttoned opening,Top,other,belt,other,sleeveless,belt sleeveless,This is a pleated belt made of other with sleeveless coverage. It is suitable for warm or hot weather.,warm weather
969,[],women,TOPS_BODYSUITS,open knit cape,cape texture open knit fabric asymmetric neck sleeve,Top,knit,cape,knit,other,knit cape knit,This is a open knit cape made of knit with other coverage. It is suitable for cold weather.,cold weather
970,[],women,TOPS_BODYSUITS,halter neck bodysuit,halter neck bodysuit snapbutton fasten,Top,other,bodysuit,other,other,bodysuit,This is a halter neck bodysuit made of other with other coverage.,warm weather
971,[],women,TOPS_BODYSUITS,pleated openback,high neck long sleeve open detail invisible zip fastening button,Top,other,other,other,long,long,This is a pleated openback made of other with long coverage. It is suitable for mild or cool weather.,mild weather
972,[],women,TOPS_BODYSUITS,sleeveless cableknit,sleeveless round neck,Top,other,other,other,sleeveless,sleeveless,This is a sleeveless cableknit made of other with sleeveless coverage. It is suitable for cold weather.,cold weather
973,[],women,TOPS_BODYSUITS,mesh seamless rhinestone,stretchy mesh fabric round neck long sleeve rhinestone appliqué detail,Top,other,other,other,long,long,This is a mesh seamless rhinestone made of other with long coverage. It is suitable for mild or cool weather.,mild weather
974,[],women,TOPS_BODYSUITS,bead crochet,crochet multicoloure bead round neck fasten,Top,other,other,other,other,,This is a bead crochet made of other with other coverage.,warm weather
975,[],women,TOPS_BODYSUITS,short crochet,crochet crop vneckline wide strap cutwork fabric detail,Top,other,short,other,crop short,short crop short,This is a short crochet made of other with crop short coverage. It is suitable for warm or hot weather.,warm weather
976,[],women,TOPS_BODYSUITS,rhinestone,crop feature straight neckline wide strap metal chain fasten,Top,other,other,other,crop,crop,This is a rhinestone made of other with crop coverage. It is suitable for warm or hot weather.,warm weather
977,[],women,TOPS_BODYSUITS,drape foil,metallic thread asymmetric neckline drape fabric detail,Top,other,other,other,other,,This is a drape foil made of other with other coverage.,mild weather
978,[],women,TOPS_BODYSUITS,print kimono shirt,vneck kimono shirt sleeve fall elbow fasten cover button matching fabric,Top,other,kimono shirt,other,other,kimono shirt,This is a print kimono shirt made of other with other coverage.,warm weather
979,[],women,TOPS_BODYSUITS,trf denim crop,sleeveless crop round neck seamless hem fasten opening metal button,Top,denim,denim,other,crop sleeveless,denim denim crop sleeveless,This is a trf denim crop made of denim with crop sleeveless coverage. It is suitable for warm or hot weather.,warm weather
980,[],women,TOPS_BODYSUITS,jacquard knit,feature slot collar drawstring short sleeve,Top,knit,short,knit,short,knit short knit short,This is a jacquard knit made of knit with short coverage. It is suitable for cold weather.,cold weather
981,[],women,TOPS_BODYSUITS,asymmetric,asymmetric neckline expose shoulder gather detail asymmetric hem vent,Top,other,other,other,other,,This is a asymmetric made of other with other coverage.,mild weather
982,[],women,TOPS_BODYSUITS,strapless buckle,offtheshoulder straight neckline tab detail metallic buckle asymmetric hem invisible zip fastening,Top,other,other,other,other,,This is a strapless buckle made of other with other coverage.,warm weather
983,[],women,TOPS_BODYSUITS,contrast waistcoat,sleeveless vneck satin lapel metal button fasten,Top,satin,lapel waistcoat,other,sleeveless,satin lapel waistcoat sleeveless,This is a contrast waistcoat made of satin with sleeveless coverage. It is suitable for warm or hot weather.,warm weather
984,[],women,TOPS_BODYSUITS,strapless corsetryinspire rhinestone,offtheshoulder straightcut neckline rhinestone detail match line invisible zip fastening,Top,other,other,other,other,,This is a strapless corsetryinspire rhinestone made of other with other coverage.,warm weather
985,[],women,TOPS_BODYSUITS,bodysuit squarecut neckline,squareneck bodysuit wide strap snapbutton fasten,Top,other,bodysuit,other,other,bodysuit,This is a bodysuit squarecut neckline made of other with other coverage.,warm weather
986,[],women,TOPS_BODYSUITS,texture jacquard,round neck normal length short sleevesround neck tshirt short sleeve texture fabric detail,Top,other,short tshirt,other,short,short tshirt short,This is a texture jacquard made of other with short coverage.,mild weather
987,[],women,TOPS_BODYSUITS,drape tulle,semisheer vneck feature long sleeve mitten drape fabric buttonup frontthis garment line,Top,semisheer,other,other,long,semisheer long,This is a drape tulle made of semisheer with long coverage. It is suitable for mild or cool weather.,mild weather
988,[],women,TOPS_BODYSUITS,seamless rhinestone bodysuit,bodysuit stretchy mesh fabric round neck long sleeve rhinestone appliqué detail,Top,other,bodysuit,other,long,bodysuit long,This is a seamless rhinestone bodysuit made of other with long coverage. It is suitable for mild or cool weather.,mild weather
989,[],women,TOPS_BODYSUITS,tailor linen blend waistcoat,sleeveless waistcoat linen blend lapel collar vneck tie hem fabric,Top,linen,lapel waistcoat,other,sleeveless,linen lapel waistcoat sleeveless,This is a tailor linen blend waistcoat made of linen with sleeveless coverage. It is suitable for warm or hot weather.,warm weather
990,[],women,TOPS_BODYSUITS,trf asymmetric denim,halter vneckline feature flap detail chest asymmetric hem metal zip fasten,Top,denim,denim,other,other,denim denim,This is a trf asymmetric denim made of denim with other coverage. It is suitable for mild or cool weather.,mild weather
991,[],women,TOPS_BODYSUITS,print tie detail,sleeveless cotton feature round neck adjustable hem tie button fasten,Top,cotton,other,other,sleeveless,cotton sleeveless,This is a print tie detail made of cotton with sleeveless coverage. It is suitable for warm or hot weather.,warm weather
992,[],women,TOPS_BODYSUITS,blouse bow collar,highneck blouse bow long puff sleeve buttoned opening,Top,other,blouse bow,other,long,blouse bow long,This is a blouse bow collar made of other with long coverage. It is suitable for mild or cool weather.,mild weather
993,[],women,TOPS_BODYSUITS,linen blend asymmetric,cotton linen blend asymmetric neckline long cape sleeve texture fabric detail asymmetric hem,Top,cotton linen,cape,other,long,cotton linen cape long,This is a linen blend asymmetric made of cotton linen with long coverage. It is suitable for warm or hot weather.,warm weather
994,[],women,TOPS_BODYSUITS,pleated ruffle sleeve,crop feature round neck long sleeve pleated ruffle trim buttoned opening,Top,other,other,other,crop long,crop long,This is a pleated ruffle sleeve made of other with crop long coverage. It is suitable for warm or hot weather.,warm weather
995,[],women,TOPS_BODYSUITS,strapless poplin beading,offtheshoulder straightcut neckline feature pleat contrast bead metal zip fasten,Top,poplin,other,other,other,poplin,This is a strapless poplin beading made of poplin with other coverage.,warm weather
996,[],women,TOPS_BODYSUITS,braided strap,vneck feature braid strap tie detail elastic detail opening,Top,other,other,other,other,,This is a braided strap made of other with other coverage.,mild weather
997,[],women,TOPS_BODYSUITS,asymmetric gather,polyamide elastane blend asymmetric neckline expose shoulder gather fabric detail,Top,polyamide,other,other,other,polyamide,This is a asymmetric gather made of polyamide with other coverage.,mild weather
998,[],women,TOPS_BODYSUITS,texture ruffle,sleeveless vneck texture fabric detail ruffle,Top,other,other,other,sleeveless,sleeveless,This is a texture ruffle made of other with sleeveless coverage. It is suitable for warm or hot weather.,warm weather
999,[],women,TOPS_BODYSUITS,satiny strapless neckerchief,offtheshoulder straight neckline neckerchief fabric pleat detail invisible zip fastening,Top,satiny,other,other,other,satiny,This is a satiny strapless neckerchief made of satiny with other coverage.,warm weather
1000,[],women,TOPS_BODYSUITS,print linen blend,halter linen blend vneckline open asymmetric hem slit metal zip fastening,Top,linen,other,other,other,linen,This is a print linen blend made of linen with other coverage. It is suitable for warm or hot weather.,warm weather
1001,[],women,TOPS_BODYSUITS,poplin rhinestone flower,thin strap tie feature neckline shape flower rhinestone appliqué,Top,poplin,other,other,other,poplin,This is a poplin rhinestone flower made of poplin with other coverage.,mild weather
1002,[],women,TOPS_BODYSUITS,embellish cutout bodysuit,bodysuit plunge vneckline wide strap metal appliqué detail chest cutout side drape fabric snapbutton fasten,Top,other,bodysuit,other,other,bodysuit,This is a embellish cutout bodysuit made of other with other coverage.,warm weather
1003,[],women,TOPS_BODYSUITS,trf denim crop rhinestone,crop straight neckline thin strap rhinestone detail fasten metal zip,Top,denim,denim,other,crop,denim denim crop,This is a trf denim crop rhinestone made of denim with crop coverage. It is suitable for warm or hot weather.,warm weather
1004,[],women,TOPS_BODYSUITS,combine stripe,sleeveless round neck cotton feature contrast fabric dart buttoned opening,Top,cotton,other,other,sleeveless,cotton sleeveless,This is a combine stripe made of cotton with sleeveless coverage. It is suitable for warm or hot weather.,warm weather
1005,[],women,TOPS_BODYSUITS,crossover ruffle,semisheer surplice neckline long sleeve ruffle trim detail garment line,Top,semisheer,other,other,long,semisheer long,This is a crossover ruffle made of semisheer with long coverage. It is suitable for mild or cool weather.,mild weather
1006,[],women,TOPS_BODYSUITS,crochet bralette,crochet bralette combination contrast colour tie fasten fabric,Top,other,bralette,other,other,bralette,This is a crochet bralette made of other with other coverage.,warm weather
1007,[],women,TOPS_BODYSUITS,metallic thread rustic sweater,round neck sweater long sleeve metallic thread detailthis garment line,Top,other,sweater,sweater,long,sweater sweater long,This is a metallic thread rustic sweater made of other with long coverage. It is suitable for mild or cool weather.,mild weather
1008,[],women,TOPS_BODYSUITS,openback buckle,vneck halter neck feature open double buckle hide hookandeye fasten,Top,other,other,other,other,,This is a openback buckle made of other with other coverage.,mild weather
1009,[],women,TOPS_BODYSUITS,asymmetric pleated,asymmetric neckline wide strap pleated fabric ruffle trim,Top,other,other,other,other,,This is a asymmetric pleated made of other with other coverage.,warm weather
1010,[],women,TOPS_BODYSUITS,creasedeffect satin halter,halter buttoned opening,Top,satin,other,other,other,satin,This is a creasedeffect satin halter made of satin with other coverage.,warm weather
1011,[],women,TOPS_BODYSUITS,drape tulle print,semisheer vneck feature long sleeve mitten drape fabric buttonup,Top,semisheer,other,other,long,semisheer long,This is a drape tulle print made of semisheer with long coverage. It is suitable for mild or cool weather.,mild weather
1012,[],women,TOPS_BODYSUITS,asymmetric drape,asymmetric neckline wide strap drape fabric asymmetric hem,Top,other,other,other,other,,This is a asymmetric drape made of other with other coverage.,warm weather
1013,[],women,TOPS_BODYSUITS,asymmetric tie,sleeveless asymmetric neckline pleat tie belt fabric,Top,other,belt,other,sleeveless,belt sleeveless,This is a asymmetric tie made of other with sleeveless coverage. It is suitable for warm or hot weather.,warm weather
1014,[],women,TOPS_BODYSUITS,oversize knit tshirt,shirt round neckline short sleeve,Top,knit,shirt short tshirt,knit,short,knit shirt short tshirt knit short,This is a oversize knit tshirt made of knit with short coverage. It is suitable for cold weather.,cold weather
1015,[],women,TOPS_BODYSUITS,print tulle,short sleeve high neck drape fabric line invisible zip fastening,Top,other,short,other,short,short short,This is a print tulle made of other with short coverage.,warm weather
1016,[],women,TOPS_BODYSUITS,metallic thread knit,sleeveless round neck topthis garment line,Top,knit,other,knit,sleeveless,knit knit sleeveless,This is a metallic thread knit made of knit with sleeveless coverage. It is suitable for cold weather.,cold weather
1017,[],women,TOPS_BODYSUITS,metallic thread knit,sleeveless round neckline metallic thread detail,Top,knit,other,knit,sleeveless,knit knit sleeveless,This is a metallic thread knit made of knit with sleeveless coverage. It is suitable for cold weather.,cold weather
1018,[],women,TOPS_BODYSUITS,texture ruffle trim,sleeveless texture fabric feature round neck ruffle trim matching fabric,Top,other,other,other,sleeveless,sleeveless,This is a texture ruffle trim made of other with sleeveless coverage. It is suitable for warm or hot weather.,warm weather
1019,[],women,TOPS_BODYSUITS,embroider,oversize fit vneck long short sleevestop viscose blend vneckline short sleeve contrast embroidery detail vent hem,Top,viscose,short,other,long short,viscose short long short,This is a embroider made of viscose with long short coverage. It is suitable for warm or hot weather.,warm weather
1020,[],women,TOPS_BODYSUITS,metallic rhinestone,sleeveless metallic crop rhinestone appliqué round neck open lobster clasp fasteningthis garment line,Top,other,other,other,crop sleeveless,crop sleeveless,This is a metallic rhinestone made of other with crop sleeveless coverage. It is suitable for warm or hot weather.,warm weather
1021,[],women,TOPS_BODYSUITS,pleated knot,strappy halter knot invisible zip fastening,Top,other,other,other,other,,This is a pleated knot made of other with other coverage.,mild weather
1022,[],women,TOPS_BODYSUITS,crochet crop,vneck crop tie detail neck matching crochet fabric ruffle hem cutwork embroidery tie fasten,Top,other,other,other,crop,crop,This is a crochet crop made of other with crop coverage. It is suitable for warm or hot weather.,warm weather
1023,[],women,TOPS_BODYSUITS,print linen blend crop,linen blend feature knot vneck short sleeve invisible zip fastening,Top,linen,short,other,crop short,linen short crop short,This is a print linen blend crop made of linen with crop short coverage. It is suitable for warm or hot weather.,warm weather
1024,[],women,TOPS_BODYSUITS,ruffle knit,sleeveless vneck ruffle,Top,knit,other,knit,sleeveless,knit knit sleeveless,This is a ruffle knit made of knit with sleeveless coverage. It is suitable for cold weather.,cold weather
1025,[],women,TOPS_BODYSUITS,seamless crop rhinestone,offtheshoulder crop straight neckline feature long sleeve hem metal fringing rhinestone appliqué,Top,other,other,other,crop long,crop long,This is a seamless crop rhinestone made of other with crop long coverage. It is suitable for warm or hot weather.,warm weather
1026,[],women,TOPS_BODYSUITS,satin openback,round neck long sleeve pleated cuff open gather detail side tie bow hem,Top,satin,bow,other,long,satin bow long,This is a satin openback made of satin with long coverage. It is suitable for mild or cool weather.,mild weather
1027,[],women,TOPS_BODYSUITS,embroider crop,vneck crop feature short puff sleeve elasticate trim knot detail pleat asymmetric hem match trim,Top,other,short,other,crop short,short crop short,This is a embroider crop made of other with crop short coverage. It is suitable for warm or hot weather.,warm weather
1028,[],women,TOPS_BODYSUITS,floral print satin,feature crossover high neck multiway tie detail long sleeve,Top,satin,other,other,long,satin long,This is a floral print satin made of satin with long coverage. It is suitable for mild or cool weather.,mild weather
1029,[],women,TOPS_BODYSUITS,z denim crop waistcoat,vneck waistcoat metal button fastening,Top,denim,denim waistcoat,other,crop,denim denim waistcoat crop,This is a z denim crop waistcoat made of denim with crop coverage. It is suitable for warm or hot weather.,warm weather
1030,[],women,TOPS_BODYSUITS,trf denim,straightcut neckline adjustable strap patch pocket elastic smocked fabric detail zip fasten,Top,denim,denim,other,other,denim denim,This is a trf denim made of denim with other coverage. It is suitable for mild or cool weather.,mild weather
1031,[],women,TOPS_BODYSUITS,denim trf shirt,fade denim shirt round neck short sleeve feature seamless trim metal zip fasten,Top,denim,denim shirt short,other,short,denim denim shirt short short,This is a denim trf shirt made of denim with short coverage. It is suitable for mild or cool weather.,mild weather
1032,[],women,TOPS_BODYSUITS,asymmetric gather,sleeveless round neck stretch fabric feature asymmetric hem buttoned opening,Top,other,other,other,sleeveless,sleeveless,This is a asymmetric gather made of other with sleeveless coverage. It is suitable for warm or hot weather.,warm weather
1033,[],women,TOPS_BODYSUITS,rib knit crop,round neck wide strap,Top,knit,other,knit,crop,knit knit crop,This is a rib knit crop made of knit with crop coverage. It is suitable for cold weather.,cool weather
1034,[],women,TOPS_BODYSUITS,rhinestone poplin,sweetheart neckline thin strap feature cutout detail chest rhinestone appliqué,Top,poplin,other,other,other,poplin,This is a rhinestone poplin made of poplin with other coverage.,warm weather
1035,[],women,TOPS_BODYSUITS,knit crossover halter,crossover halterneck wide strap,Top,knit,halterneck,knit,other,knit halterneck knit,This is a knit crossover halter made of knit with other coverage. It is suitable for cold weather.,cool weather
1036,[],women,TOPS_BODYSUITS,crop,round neck short sleeve,Top,other,short,other,crop short,short crop short,This is a crop made of other with crop short coverage. It is suitable for warm or hot weather.,warm weather
1037,[],women,TOPS_BODYSUITS,rib bodysuit ruffle,bodysuit straightcut neckline expose shoulder combine ruffle chest snapbutton fasten,Top,other,bodysuit,other,other,bodysuit,This is a rib bodysuit ruffle made of other with other coverage.,warm weather
1038,[],women,TOPS_BODYSUITS,rib tshirt foil,fit tshirt metalliceffect cotton round neck short sleeve,Top,cotton,short tshirt,other,short,cotton short tshirt short,This is a rib tshirt foil made of cotton with short coverage. It is suitable for mild or cool weather.,mild weather
1039,[],women,TOPS_BODYSUITS,metallic camisole,flow neckline thin strap cross,Top,other,camisole,other,other,camisole,This is a metallic camisole made of other with other coverage.,warm weather
1040,[],women,TOPS_BODYSUITS,stripe poplin strapless,straightneck expose shoulder button detail invisible zip fastening,Top,poplin,other,other,other,poplin,This is a stripe poplin strapless made of poplin with other coverage.,warm weather
1041,[],women,TOPS_BODYSUITS,drape satin,sleeveless high neck drape fabric invisible zip fastening,Top,satin,other,other,sleeveless,satin sleeveless,This is a drape satin made of satin with sleeveless coverage. It is suitable for warm or hot weather.,warm weather
1042,[],women,TOPS_BODYSUITS,linen blend print,crop linen blend vneck sleeve fall elbow open elastic detail gather hem invisible zip fastening,Top,linen,other,other,crop,linen crop,This is a linen blend print made of linen with crop coverage. It is suitable for warm or hot weather.,warm weather
1043,[],women,TOPS_BODYSUITS,shoulder pad,sleeveless feature surplice neckline pad shoulder gather detail invisible zip fastening,Top,other,other,other,sleeveless,sleeveless,This is a shoulder pad made of other with sleeveless coverage. It is suitable for warm or hot weather.,warm weather
1044,[],women,TOPS_BODYSUITS,shiny strapless,straight neckline expose shoulder shinyeffect fabric smocking invisible zip fastening,Top,other,other,other,other,,This is a shiny strapless made of other with other coverage.,warm weather
1045,[],women,TOPS_BODYSUITS,bead print,vneck double strap adjustable chest tie tassel trim beading sequin contrast embroidery detail matching lining,Top,other,other,other,other,,This is a bead print made of other with other coverage.,mild weather
1046,[],women,TOPS_BODYSUITS,satin knot,crop feature vneckline knot long sleeve invisible zip fastening,Top,satin,other,other,crop long,satin crop long,This is a satin knot made of satin with crop long coverage. It is suitable for warm or hot weather.,warm weather
1047,[],women,TOPS_BODYSUITS,strapless zip,offtheshoulder straight neckline patch pocket metallic zip hem invisible zip fastening,Top,other,other,other,other,,This is a strapless zip made of other with other coverage.,warm weather
1048,[],women,TOPS_BODYSUITS,asymmetric shape bodysuit,sleeveless bodysuit asymmetric neckline drape fabric detail snapbutton fasten,Top,other,bodysuit,other,sleeveless,bodysuit sleeveless,This is a asymmetric shape bodysuit made of other with sleeveless coverage. It is suitable for warm or hot weather.,warm weather
1049,[],women,TOPS_BODYSUITS,embroider,vneck strap match floral embroidery detail buttonup,Top,other,other,other,other,,This is a embroider made of other with other coverage.,mild weather
1050,[],women,TOPS_BODYSUITS,mesh seamless bodysuit rhinestone,bodysuit stretchy mesh fabric feature vneck long sleeve rhinestone appliqué gather detail,Top,other,bodysuit,other,long,bodysuit long,This is a mesh seamless bodysuit rhinestone made of other with long coverage. It is suitable for mild or cool weather.,mild weather
1051,[],women,TOPS_BODYSUITS,trf denim bandeau,denim straightcut neckline expose shoulder feature stretch fabric metal button fasten,Top,denim,denim,other,other,denim denim,This is a trf denim bandeau made of denim with other coverage. It is suitable for mild or cool weather.,mild weather
1052,[],women,TOPS_BODYSUITS,gather organza,halter button gather fabric detail matching line open,Top,organza,other,other,other,organza,This is a gather organza made of organza with other coverage.,mild weather
1053,[],women,TOPS_BODYSUITS,seamless foil asymmetric,polyamide asymmetric neckline wide strap metallic fabric,Top,polyamide,other,other,other,polyamide,This is a seamless foil asymmetric made of polyamide with other coverage.,mild weather
1054,[],women,TOPS_BODYSUITS,texture,halter surplice neckline open tie detail hem,Top,other,other,other,other,,This is a texture made of other with other coverage.,mild weather
1055,[],women,TOPS_BODYSUITS,strapless pleat tulle,strapless inner elastic pleated fabric detail seamless hem,Top,other,other,other,other,,This is a strapless pleat tulle made of other with other coverage.,warm weather
1056,[],women,TOPS_BODYSUITS,print crop,plunge vneckline strap feature multicoloure embroidery bead tie fasten,Top,other,other,other,crop,crop,This is a print crop made of other with crop coverage. It is suitable for warm or hot weather.,warm weather
1057,[],women,TOPS_BODYSUITS,drape,sleeveless cowl neckline feature gathering shoulder,Top,other,other,other,sleeveless,sleeveless,This is a drape made of other with sleeveless coverage. It is suitable for warm or hot weather.,warm weather
